work_id,parliament_house,mp_name,state,constituency,elected_nominated,work_category,work_description,recommended_amount,recommended_date,sanctioned_amount,sanction_date,completion_amount,completion_date,work_status_raw,has_recommended,has_sanctioned,has_expenditure,has_completed,is_unmatched_work,lifecycle_status
WS/MP18152/2024-2025/133690,Lok Sabha,Sarabjeet Singh Khalsa,Punjab,FARIDKOT(SC),,Normal/Others,Construction of MID DAY Meal Shed in Govt Primary school Dal Singh Wala,300000.0,2024-07-22,300000.0,2024-08-02,300000.0,2025-04-07,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP18152/2024-2025/133691,Lok Sabha,Sarabjeet Singh Khalsa,Punjab,FARIDKOT(SC),,Normal/Others,Construction of MID DAY Meal Shed in Govt Primary school Bajakhana (Bus adda),300000.0,2024-07-22,300000.0,2024-08-02,300000.0,2025-04-07,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP18152/2024-2025/133692,Lok Sabha,Sarabjeet Singh Khalsa,Punjab,FARIDKOT(SC),,Normal/Others,Construction of MID DAY Meal Shed in Govt Primary school Okandwala,299155.0,2024-07-22,299155.0,2024-09-02,299155.0,2025-04-07,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP18152/2024-2025/133693,Lok Sabha,Sarabjeet Singh Khalsa,Punjab,FARIDKOT(SC),,Normal/Others,Construction of MID DAY Meal Shed in Govt Primary school Gumti Khurd,300000.0,2024-07-22,300000.0,2024-08-02,300000.0,2025-04-07,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP18152/2024-2025/133694,Lok Sabha,Sarabjeet Singh Khalsa,Punjab,FARIDKOT(SC),,Normal/Others,Construction of MID DAY Meal Shed in Govt Primary school Pakka No.4,300000.0,2024-07-22,300000.0,2024-08-02,300000.0,2025-04-07,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP18152/2024-2025/133695,Lok Sabha,Sarabjeet Singh Khalsa,Punjab,FARIDKOT(SC),,Normal/Others,Construction of Cycle Shed in Govt Primary school Lambwali,197304.0,2024-07-22,197304.0,2024-09-02,197304.0,2025-04-07,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP18152/2024-2025/133696,Lok Sabha,Sarabjeet Singh Khalsa,Punjab,FARIDKOT(SC),,Normal/Others,Installation of RO System and water cooler in Govt Primary school Pakka No.4,84500.0,2024-07-22,84500.0,2024-08-02,84500.0,2025-04-07,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP18152/2024-2025/133697,Lok Sabha,Sarabjeet Singh Khalsa,Punjab,FARIDKOT(SC),,Normal/Others,Construction of Smart Classroom & Cycle Shed in Govt Primary school Machaki Mal Singh,298940.0,2024-07-22,298940.0,2024-09-02,298940.0,2025-04-07,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP18152/2024-2025/133698,Lok Sabha,Sarabjeet Singh Khalsa,Punjab,FARIDKOT(SC),,Normal/Others,Installation of Two Interactive panel for Smart Class in Govt High school Dhimanwali,250000.0,2024-07-22,250000.0,2024-09-02,250000.0,2025-05-07,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP18152/2024-2025/133699,Lok Sabha,Sarabjeet Singh Khalsa,Punjab,FARIDKOT(SC),,Normal/Others,Installation of RO System and water cooler in Govt Primary school Dhilwan kalan,84500.0,2024-07-22,84500.0,2024-09-02,84500.0,2025-04-07,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP18152/2024-2025/133700,Lok Sabha,Sarabjeet Singh Khalsa,Punjab,FARIDKOT(SC),,Normal/Others,Installation of RO System and water cooler in Govt Primary school Gurri Sangar,100000.0,2024-07-22,100000.0,2025-01-01,100000.0,2025-03-04,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP18152/2024-2025/133701,Lok Sabha,Sarabjeet Singh Khalsa,Punjab,FARIDKOT(SC),,Normal/Others,Installation of RO System and water cooler in Govt Primary school Bajakhana Main,84500.0,2024-07-22,84500.0,2024-08-02,84500.0,2025-04-07,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP18152/2024-2025/133702,Lok Sabha,Sarabjeet Singh Khalsa,Punjab,FARIDKOT(SC),,Normal/Others,Installation of RO System and water cooler in Govt Middle school Chahal,84500.0,2024-07-22,84500.0,2024-09-02,84500.0,2025-05-07,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP18152/2024-2025/133703,Lok Sabha,Sarabjeet Singh Khalsa,Punjab,FARIDKOT(SC),,Normal/Others,Installation of RO System and water cooler in Govt Primary school Dhudi,84500.0,2024-07-22,84500.0,2024-08-02,84500.0,2025-04-07,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP577/2024-2025/133772,Lok Sabha,Jaswantsinh Sumanbhai Bhabhor,Gujarat,DAHOD(ST),,Normal/Others,DUNGAR GAME KHAJURIYA FALIYA MA NAALA NU KAM,225200.0,2024-07-20,225200.0,2025-01-08,225200.0,2025-11-21,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP577/2024-2025/133773,Lok Sabha,Jaswantsinh Sumanbhai Bhabhor,Gujarat,DAHOD(ST),,Normal/Others,DUNGAR GAME VALAY NADI PAR SANRAKSHAN DIVAL NU KAM,328900.0,2024-07-20,328900.0,2025-01-08,328900.0,2025-04-23,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP577/2024-2025/133774,Lok Sabha,Jaswantsinh Sumanbhai Bhabhor,Gujarat,DAHOD(ST),,Normal/Others,DUNGAR GAME KADECHHA FALIYA MA MUKHY RASTA THI VINODBHAI VALABHAINA GHAR SUDHI R.C.C ROAD NU KAM,288400.0,2024-07-20,288400.0,2025-01-08,288400.0,2025-04-23,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP577/2024-2025/133775,Lok Sabha,Jaswantsinh Sumanbhai Bhabhor,Gujarat,DAHOD(ST),,Normal/Others,DUNGAR GAME KUND FALIYA MA SAMUHIK KUVA NU KAM,292600.0,2024-07-20,292600.0,2025-01-08,292600.0,2025-04-21,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP577/2024-2025/133776,Lok Sabha,Jaswantsinh Sumanbhai Bhabhor,Gujarat,DAHOD(ST),,Normal/Others,DUNGAR GAME NARANBHAI NA FALIYA MA SAMUHIK KUVA NU KAM,289800.0,2024-07-20,289800.0,2025-01-08,289800.0,2025-04-23,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP641/2024-2025/133904,Lok Sabha,Gajendra Singh Patel,Madhya Pradesh,KHARGONE(ST),,Normal/Others,Construction of flood control embankments in village Makadkheda (Narmada River),1000000.0,2024-07-22,1000000.0,2025-01-21,,,Vendor Identification,True,True,False,False,False,Sanctioned (Pending Disbursal)
WS/MP641/2024-2025/133905,Lok Sabha,Gajendra Singh Patel,Madhya Pradesh,KHARGONE(ST),,Normal/Others,Construction of common work shed in village Bhopada at Salakhedi Road,250000.0,2024-07-22,250000.0,2025-01-05,250000.0,2026-03-17,Work Completed,True,True,False,True,False,Sanctioned & Completed
WS/MP641/2024-2025/133906,Lok Sabha,Gajendra Singh Patel,Madhya Pradesh,KHARGONE(ST),,Normal/Others,Construction of community hall in village Oon Bujurga at behind Bholaram farm,500000.0,2024-07-22,500000.0,2025-01-05,,,Work partially Completed,True,True,False,False,False,Sanctioned (Pending Disbursal)
WS/MP641/2024-2025/133909,Lok Sabha,Gajendra Singh Patel,Madhya Pradesh,KHARGONE(ST),,Normal/Others,Construction of common work shed in village Ranipura (Morani Panchayat) at near old Hanuman Mandir,250000.0,2024-07-22,250000.0,2024-10-22,,,Vendor Identification,True,True,False,False,False,Sanctioned (Pending Disbursal)
WS/MP641/2024-2025/133910,Lok Sabha,Gajendra Singh Patel,Madhya Pradesh,KHARGONE(ST),,Normal/Others,Construction of common work shed in village Chervi at near samadhi of Toranmal incident,200000.0,2024-07-22,200000.0,2024-10-25,,,Vendor Identification,True,True,False,False,False,Sanctioned (Pending Disbursal)
WS/MP641/2024-2025/133911,Lok Sabha,Gajendra Singh Patel,Madhya Pradesh,KHARGONE(ST),,Normal/Others,Construction of community hall in village Rosar,500000.0,2024-07-22,500000.0,2024-10-21,,,Vendor Identification,True,True,False,False,False,Sanctioned (Pending Disbursal)
WS/MP641/2024-2025/133912,Lok Sabha,Gajendra Singh Patel,Madhya Pradesh,KHARGONE(ST),,Normal/Others,Construction of community hall in village Bakwadi at near Damodar sahu farm,1000000.0,2024-07-22,1000000.0,2024-10-22,,,Vendor Identification,True,True,False,False,False,Sanctioned (Pending Disbursal)
WS/MP641/2024-2025/133913,Lok Sabha,Gajendra Singh Patel,Madhya Pradesh,KHARGONE(ST),,Normal/Others,Construction of common work shed in village Barda at near ShriRam Mandir,500000.0,2024-07-22,500000.0,2025-03-27,,,Vendor Identification,True,True,False,False,False,Sanctioned (Pending Disbursal)
WS/MP641/2024-2025/133919,Lok Sabha,Gajendra Singh Patel,Madhya Pradesh,KHARGONE(ST),,Normal/Others,Construction of common work shed in Anjad at ward no 04 at near Khatu Shyam Mandir,200000.0,2024-07-22,200000.0,2024-12-18,200000.0,2026-04-07,Work Completed,True,True,False,True,False,Sanctioned & Completed
WS/MP641/2025-2026/133920,Lok Sabha,Gajendra Singh Patel,Madhya Pradesh,KHARGONE(ST),,Normal/Others,Construction of community hall in Anjad at ward no 01 Dashahara Maidan Kshtriya Rathod Dharmshala,500000.0,2024-07-22,500000.0,2025-05-12,,,Vendor Identification,True,True,False,False,False,Sanctioned (Pending Disbursal)
WS/MP641/2025-2026/133921,Lok Sabha,Gajendra Singh Patel,Madhya Pradesh,KHARGONE(ST),,Normal/Others,Construction of community hall in Palsud at ward no 04 Sai Mandir Road behind Rameshwar gole house,500000.0,2024-07-22,500000.0,2025-05-05,,,Vendor Identification,True,True,False,False,False,Sanctioned (Pending Disbursal)
WS/MP641/2024-2025/133929,Lok Sabha,Gajendra Singh Patel,Madhya Pradesh,KHARGONE(ST),,Normal/Others,Construction of additional room in the existing public building in village Barda at Koli Mohalla,200000.0,2024-07-22,200000.0,2025-03-27,,,Vendor Identification,True,True,False,False,False,Sanctioned (Pending Disbursal)
WS/MP423/2024-2025/133940,Lok Sabha,Ramprit Mandal,Bihar,JHANJHARPUR,,Normal/Others,khajauli hospital chowk ke pass Pre Fabricated  bus sheds ka kray and instolation work.,1451000.0,2024-07-23,1451000.0,2025-02-21,1451000.0,2025-09-26,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP423/2024-2025/133941,Lok Sabha,Ramprit Mandal,Bihar,JHANJHARPUR,,Normal/Others,Basopatti babhan dey chowk ke pass  Pre Fabricated  bus sheds ka kray and instolation work.,1451000.0,2024-07-23,1451000.0,2025-02-21,1451000.0,2025-09-26,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP423/2024-2025/133944,Lok Sabha,Ramprit Mandal,Bihar,JHANJHARPUR,,Normal/Others,paduma chowk ke pass Pre Fabricated  bus sheds ka kray and instolation work.,1451000.0,2024-07-23,1451000.0,2025-02-21,1451000.0,2025-09-26,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP423/2024-2025/133945,Lok Sabha,Ramprit Mandal,Bihar,JHANJHARPUR,,Normal/Others,ranti chowk ke pass Pre Fabricated  bus sheds ka kray and instolation work.,1451000.0,2024-07-23,1451000.0,2025-02-21,1451000.0,2025-09-26,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP423/2024-2025/133946,Lok Sabha,Ramprit Mandal,Bihar,JHANJHARPUR,,Normal/Others,andhra bazar chowk ke pass Pre Fabricated  bus sheds ka kray and instolation work.,1451000.0,2024-07-23,1451000.0,2025-02-21,1451000.0,2025-09-26,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP423/2024-2025/133947,Lok Sabha,Ramprit Mandal,Bihar,JHANJHARPUR,,Normal/Others,Babunarhi prakhand ke antargat bhatchoura gram sthith sarvjanik mandir ke najdik high mask light ka adhisthapan karya,994000.0,2024-07-23,994000.0,2025-03-12,994000.0,2025-06-17,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP423/2024-2025/133949,Lok Sabha,Ramprit Mandal,Bihar,JHANJHARPUR,,Normal/Others,madhepur thana chowk ke pass  Pre Fabricated  bus sheds ka kray and instolation work.,1451000.0,2024-07-23,1451000.0,2025-02-21,1451000.0,2025-09-26,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP423/2024-2025/133955,Lok Sabha,Ramprit Mandal,Bihar,JHANJHARPUR,,Normal/Others,bhupatti ges goudam chowk  ke pass bus Pre Fabricated  bus sheds ka kray and instolation work.,1451000.0,2024-07-23,1451000.0,2025-02-21,1451000.0,2025-09-26,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP423/2024-2025/133959,Lok Sabha,Ramprit Mandal,Bihar,JHANJHARPUR,,Normal/Others,paitghat chowk mandir  ke pass NH ke bagal men Pre Fabricated  bus sheds ka kray and instolation work.,1451000.0,2024-07-23,1451000.0,2025-02-21,1451000.0,2025-09-26,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP423/2024-2025/133960,Lok Sabha,Ramprit Mandal,Bihar,JHANJHARPUR,,Normal/Others,arariya sangram mithila hat najdik NH ke bagal me Pre Fabricated  bus sheds ka kray and instolation work.,1451000.0,2024-07-23,1451000.0,2025-02-21,1451000.0,2026-01-06,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP423/2024-2025/133961,Lok Sabha,Ramprit Mandal,Bihar,JHANJHARPUR,,Normal/Others,Utkarmit Uchhy VidyalayChandan Kasera block basopatti men 2 set lab upkaran ka kray evam adhisthapan karya,1096000.0,2024-07-23,1096000.0,2024-08-20,1096000.0,2024-11-12,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP423/2024-2025/133962,Lok Sabha,Ramprit Mandal,Bihar,JHANJHARPUR,,Normal/Others,Uchh Madhymik vidyalay Narkatiya block Bassopatti  men 2 set lab upkaran ka kray evam adhisthapan karya,1096000.0,2024-07-23,1096000.0,2024-08-20,1096000.0,2024-11-12,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP423/2024-2025/133963,Lok Sabha,Ramprit Mandal,Bihar,JHANJHARPUR,,Normal/Others,utkarmit uchya madhyamik vidyalay  Durgipatti block KHutauna men  2 set lab upkaran ka kray evam adhisthapan karya,1096000.0,2024-07-23,1096000.0,2024-08-20,1096000.0,2024-11-12,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP423/2024-2025/133964,Lok Sabha,Ramprit Mandal,Bihar,JHANJHARPUR,,Normal/Others,chharapatti nahar chowk ke pass Pre Fabricated bus sheds ka kray and instolation work.,1451000.0,2024-07-23,1451000.0,2025-02-21,1451000.0,2025-09-26,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP423/2024-2025/133965,Lok Sabha,Ramprit Mandal,Bihar,JHANJHARPUR,,Normal/Others,U.U.M. School Chhatauni block basopatti men  2 set lab upkaran ka kray evam adhisthapan karya,1096000.0,2024-07-23,1096000.0,2024-08-20,1096000.0,2024-11-12,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP423/2024-2025/133966,Lok Sabha,Ramprit Mandal,Bihar,JHANJHARPUR,,Normal/Others,Rajkitkrit +2 Uchh vidyalay Lauthwa block basopatti  men 2 set lab upkaran ka kray evam adhisthapan karya,1096000.0,2024-07-23,1096000.0,2024-08-20,1096000.0,2024-11-12,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP423/2024-2025/133967,Lok Sabha,Ramprit Mandal,Bihar,JHANJHARPUR,,Normal/Others,utkarmit madhyamik uchh vidyalay Kauyaha block Bassopatti men 2 set lab upkaran kakray evam adhisthapan karya,1096000.0,2024-07-23,1096000.0,2024-08-20,1096000.0,2024-11-12,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP423/2024-2025/133968,Lok Sabha,Ramprit Mandal,Bihar,JHANJHARPUR,,Normal/Others,utkarmit uchya vidyalay Dhamiyanpatti blockJaynagar men 2 set lab upkaran ka kray evam adhisthapan karya,1096000.0,2024-07-23,1096000.0,2024-08-20,1096000.0,2024-11-12,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP423/2024-2025/133969,Lok Sabha,Ramprit Mandal,Bihar,JHANJHARPUR,,Normal/Others,Utkarmit uchhy Madhyamik Vidyalay fentPatauna block basopatti men 2 set lab upkaran ka kray evam adhisthapan karya,1096000.0,2024-07-23,1096000.0,2024-08-20,1096000.0,2024-11-12,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP423/2024-2025/133970,Lok Sabha,Ramprit Mandal,Bihar,JHANJHARPUR,,Normal/Others,Kabir uchya madhyamik (+2) vidyalay selra block Jaynagar men  2 set lab upkaran ka kray evam adhisthapan karya,1096000.0,2024-07-23,1096000.0,2024-08-20,1096000.0,2024-11-12,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP423/2024-2025/133971,Lok Sabha,Ramprit Mandal,Bihar,JHANJHARPUR,,Normal/Others,khutona samudayik sawasthya kendra men Samarsebal pump ka nirman karya,239686.0,2024-07-23,239686.0,2024-10-30,239686.0,2025-03-01,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP423/2024-2025/133973,Lok Sabha,Ramprit Mandal,Bihar,JHANJHARPUR,,Normal/Others,Ladaniya block ke antargat gajhara gram sthith durga mata mandir bhraman tol ke najdik high mask electric light ka kray evam adhisthapan karya. (Attached Takniki Vishistiyan ke Anurup),994000.0,2024-07-23,994000.0,2025-03-12,994000.0,2025-07-03,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP423/2024-2025/133975,Lok Sabha,Ramprit Mandal,Bihar,JHANJHARPUR,,Normal/Others,khajouli block ke antargat sukki pul ke najdik high mask electric light ka kray evam adhisthapan karya. (Attached Takniki Vishistiyan ke Anurup),994000.0,2024-07-23,994000.0,2025-03-12,994000.0,2025-07-03,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP423/2024-2025/133976,Lok Sabha,Ramprit Mandal,Bihar,JHANJHARPUR,,Normal/Others,Rajnagar block ke antargat pilakhwar gram sthith durga mandir evm sarkari school ke najdik high mask electric light ka kray evam  adhisthapan karya. (Attached Takniki Vishistiyan ke Anurup),994000.0,2024-07-23,994000.0,2025-03-12,994000.0,2025-07-03,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP18032/2024-2025/134022,Lok Sabha,Sudhakar Singh,Bihar,BUXAR,,Normal/Others,Construction of road from Sowan Kali Mandir (Chota pul) to Baburajmohan Singh House door,1496846.0,2024-07-23,1496846.0,2024-09-23,1496846.0,2024-11-26,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP18032/2024-2025/134023,Lok Sabha,Sudhakar Singh,Bihar,BUXAR,,Normal/Others,Construction of road from Rajan Singh's agricultural plot to Late Pradyuman Singh's Agricultural Plot at Sowan.,1496484.0,2024-07-23,1496484.0,2024-09-23,1496484.0,2024-11-26,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP18032/2024-2025/134024,Lok Sabha,Sudhakar Singh,Bihar,BUXAR,,Normal/Others,Construction of road from Raju Singh's Agricultural Plot to Nara (Barsadi Nadi).,1497484.0,2024-07-23,1497484.0,2024-09-23,1497484.0,2024-11-26,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP18032/2024-2025/134025,Lok Sabha,Sudhakar Singh,Bihar,BUXAR,,Normal/Others,"Purchase of new Bench, Desks nos. - 200 at Jagdev Lohia Inter college.",899640.0,2024-07-23,899640.0,2025-03-18,899640.0,2025-07-12,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP18032/2024-2025/134026,Lok Sabha,Sudhakar Singh,Bihar,BUXAR,,Normal/Others,Construction of new road from house of Atal Bind to Chandan Bind's house,495133.0,2024-07-23,495133.0,2024-11-29,495133.0,2024-12-27,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP18032/2025-2026/134031,Lok Sabha,Sudhakar Singh,Bihar,BUXAR,,Repair and Renovation,Repair of Anganwadi centre at Bhar Chakia.,487094.0,2024-07-23,487094.0,2025-11-22,487094.0,2026-01-09,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP18032/2024-2025/134034,Lok Sabha,Sudhakar Singh,Bihar,BUXAR,,Normal/Others,Development of Mahuar Stadium by adding soil and drainage system for Park.,1491632.0,2024-07-23,1491632.0,2024-11-29,1491632.0,2024-12-27,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP18032/2024-2025/134035,Lok Sabha,Sudhakar Singh,Bihar,BUXAR,,Normal/Others,Construction of Entry and Exit gates at Mahuwar stadium park,966987.0,2024-07-23,966987.0,2025-01-17,966987.0,2026-02-07,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP18032/2024-2025/134037,Lok Sabha,Sudhakar Singh,Bihar,BUXAR,,Normal/Others,Development of Public Park by adding soil at Bhargawan stadium,987671.0,2024-07-23,987671.0,2024-10-17,987671.0,2026-01-02,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP18032/2024-2025/134038,Lok Sabha,Sudhakar Singh,Bihar,BUXAR,,Normal/Others,Construction of new submersible and a room at north side of shankar ji ka talab Mahuwar village,991583.0,2024-07-23,991583.0,2024-12-09,991583.0,2025-01-13,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP18032/2024-2025/134039,Lok Sabha,Sudhakar Singh,Bihar,BUXAR,,Normal/Others,Construction of new road from Kota PMGSY road to Idgah at village Kota,498672.0,2024-07-23,498672.0,2024-12-17,498672.0,2025-04-28,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP18032/2024-2025/134041,Lok Sabha,Sudhakar Singh,Bihar,BUXAR,,Normal/Others,Construction of new road from Village Main road to House of Harendra Rai,447000.0,2024-07-23,447000.0,2024-12-09,447000.0,2024-12-27,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP632/2024-2025/134091,Lok Sabha,Anto Antony,Kerala,PATHANAMTHITTA,,Normal/Others,Providing one school Bus to Vavar Memorial High School Erumely in Erumely Grama Panchayat.,1250000.0,2024-07-24,1250000.0,2024-11-11,,,Work partially Completed,True,True,False,False,False,Sanctioned (Pending Disbursal)
